interactor_A	interactor_B	confidence_value
Clip1	Rad21	0.904
Ube2d1	Nek2	0.904
Vps52	Napb	0.904
Tmed7	Nsf	0.904
Rpa1	Ube2t	0.904
Rad21	Ppp2r5e	0.904
Rad21	Nup37	0.904
Mad1l1	Nup37	0.904
Nmu	Trhr	0.904
Areg	Erbb3	0.904
Cxcl9	Gnat3	0.904
Grm6	Gnat3	0.904
Nek2	Ywhae	0.904
Serpinc1	Cst3	0.904
Cxcl2	Cst3	0.904
Pik3r3	Gna15	0.904
Ube2d1	Egln3	0.904
Nup85	Snupn	0.904
Nup54	Snrpf	0.904
Gpr143	Gcg	0.904
Npffr2	Gcg	0.904
Pafah1b1	AABR07041481.1	0.904
Sst	Tas2r121	0.904
Egfr	Ppp2r5c	0.904
Kif18a	Ppp2r5c	0.904
Ppp2r5c	Cul1	0.904
Ppp2r5e	Cul1	0.904
Ppp2r5a	Cul1	0.904
Ercc6l	Ppp2ca	0.904
AABR07041481.1	Ppp2ca	0.904
Asb12	Skp1	0.904
Trim39	Skp1	0.904
Psmd12	Birc3	0.904
Nmu	Rln3	0.904
Nek2	Cntrl	0.904
Prss41	Lypd2	0.904
Psmd2	Cdc27	0.904
Dzip3	Cdc27	0.904
Ptger1	Tacr1	0.904
Gnrhr	Tacr1	0.904
Pmch	Tacr1	0.904
Sirpa	Snap25	0.904
Ocrl	Rhob	0.904
Ppbp	Gngt2	0.904
Cxcl10	Gngt2	0.904
Mapk14	Ctnna1	0.904
Dcaf13	C1d	0.904
Cdk1	Dctn2	0.904
Nup37	Dsn1	0.904
Pafah1b1	Dsn1	0.904
Pds5a	Dsn1	0.904
Lamp2	Cpne3	0.904
S1pr4	Gpr37l1	0.904
Casr	Gpr37l1	0.904
Mgrn1	Trim37	0.904
Lrr1	Trim37	0.904
C1d	Utp20	0.904
Timmdc1	Ndufa5	0.904
Gngt2	Chrm5	0.904
Nmu	Chrm5	0.904
Gpr143	Chrm5	0.904
Psmb8	Aurkb	0.904
Nup153	Hspa2	0.904
LOC103689965	Pcsk9	0.904
Nek2	Tubg2	0.904
Cntrl	Tubg2	0.904
Phf5a	Cpsf2	0.904
Cwc25	Cpsf2	0.904
Slu7	Cpsf2	0.904
Ap1s1	Yipf6	0.904
Sirpa	Atp6v0c	0.904
Bri3	Atp6v0c	0.904
Ep300	Fkbp4	0.904
Gcg	Xcr1	0.904
Nmu	Ccr1	0.904
Ncor2	Fabp1	0.904
Fzr1	Uba3	0.904
Dzip3	Uba3	0.904
Ltn1	Uba3	0.904
Klhl5	Uba3	0.904
Map3k14	Uba3	0.904
Rps6ka6	Rps6ka3	0.904
AABR07041481.1	Rcc2	0.904
Kif18a	Rcc2	0.904
Tacr1	Sh3gl2	0.904
Cd55	Cd44	0.904
Dhx15	Elavl2	0.904
Cdc27	Wwp1	0.904
Fbxw9	Wwp1	0.904
Ppp2r5c	Nup107	0.904
Ppp2r5a	Nup107	0.904
Pafah1b1	Nup107	0.904
Kif18a	Nup107	0.904
Prkab1	Rraga	0.904
Mad2l1	Psmd6	0.904
Pdgfa	Grb7	0.904
Kitlg	Grb7	0.904
Pcp2	Htr5a	0.904
Afp	Eva1a	0.904
Serpinc1	Eva1a	0.904
Muc20	Sos1	0.904
AABR07015003.1	Sos1	0.904
Ndufaf5	Ndufa7	0.904
Arl8a	Rap1b	0.904
Itgav	LOC103692716	0.904
Dzip3	Trim9	0.904
Hace1	Trim9	0.904
Tas2r121	Sstr3	0.904
Tas2r105	Sstr3	0.904
Nup37	Spdl1	0.904
Map3k14	Psmc6	0.904
Anapc4	Psmc6	0.904
Pttg1	Psmc6	0.904
Mad2l1	Psma6	0.904
Camkk2	Calml4	0.904
Thoc3	Clp1	0.904
Ddx39b	Clp1	0.904
Pdxk	Ggh	0.904
Aga	Ggh	0.904
Cct8	Ggh	0.904
Lama4	Hgf	0.904
Sos1	Hgf	0.904
Bdkrb1	Hrh1	0.904
Gngt2	Hrh1	0.904
Gna15	Hrh1	0.904
Gnrhr	Tac1	0.904
Xcl1	Tac1	0.904
Dhcr24	Cyp46a1	0.904
Klhl21	Klhl41	0.904
Rfc1	Zfp830	0.904
Rfc5	Zfp830	0.904
Xiap	Usp2	0.904
Pik3r3	Rac2	0.904
Rfc3	Xrcc2	0.904
Rfc5	Xrcc2	0.904
RT1-Db1	Lgmn	0.904
Tuba4a	Akap9	0.904
Ercc6l	Mis12	0.904
Actr2	Pygb	0.904
Frk	Pygb	0.904
Rfc5	Mnat1	0.904
Btg2	Nr4a1	0.904
Arl8a	Cd63	0.904
Rap1b	Cd63	0.904
Bri3	Cd63	0.904
Retn	Padi2	0.904
Hectd1	Herc3	0.904
Gper1	Oprk1	0.904
Gosr2	Actr10	0.904
Cog3	Actr10	0.904
Kif3a	Actr10	0.904
Wwp1	Kctd6	0.904
Wwp1	Fbxo32	0.904
Fbxl18	Fbxo32	0.904
Napa	Bloc1s1	0.904
Ap1s1	Bloc1s1	0.904
Psmb8	Bub1b	0.904
Psmd2	Bub1b	0.904
4933400A11Rik	Arf5	0.904
Srsf6	Chtop	0.904
Cog3	Tmed10	0.904
Nsf	Tmed10	0.904
Srsf6	Pqbp1	0.904
Clp1	Pqbp1	0.904
Srsf5	Pqbp1	0.904
Srsf9	Pqbp1	0.904
Mgst3	Mgst1	0.904
Igfbp7	Ckap4	0.904
Lamc1	Ckap4	0.904
Cd63	Ckap4	0.904
Lrr1	Ankrd9	0.904
Fem1b	Ankrd9	0.904
Fem1c	Ankrd9	0.904
Skp1	Ankrd9	0.904
Aga	Naprt	0.904
Mapk1	Naprt	0.904
Slu7	Thoc7	0.904
Psmc1	Ccne2	0.904
Psmb8	Ccne2	0.904
Psmb1	Ccne2	0.904
Fem1b	Cand1	0.904
Ccr1	Cnr1	0.904
Cxcl2	Cnr1	0.904
Htr1f	Cnr1	0.904
Psmb8	Traf3	0.904
Yaf2	Max	0.904
Tbl1x	Ncoa2	0.904
Wnt3	Wnt5b	0.904
Rchy1	Anapc13	0.904
Lama4	Ptk2	0.904
Prdx4	Cat	0.904
Ppp2ca	AABR07049516.1	0.904
Krt7	Krt85	0.904
Atp5pd	Ndufa6	0.904
Egfr	Arpc3	0.904
Dcaf4	Wdr5	0.904
Ddo	Pex2	0.904
Btg2	Jun	0.904
Clp1	Cwc15	0.904
Srsf6	Cwc15	0.904
Srsf5	Cwc15	0.904
Gpr37l1	Mtnr1b	0.904
Tas2r105	Mtnr1b	0.904
Apln	Penk	0.904
Casr	Penk	0.904
Nup37	Ago2	0.904
Cog3	Rab39a	0.904
Gtf2h4	Aqr	0.904
AABR07029002.2	Aqr	0.904
Hrh1	Gnb5	0.904
Nmu	Gnb5	0.904
Casr	Gnb5	0.904
Mcm4	Ssrp1	0.904
Cct8	Pdcl	0.904
Htr5a	C3ar1	0.904
Hvcn1	C3ar1	0.904
Pigr	C3ar1	0.904
Rab3gap1	Rab6b	0.904
Ppp2ca	Dynll2	0.904
Yy1	Cops2	0.904
Ankrd9	Fbxo6	0.904
Rnf115	Rnf126	0.904
Mgrn1	Rnf126	0.904
Uba3	Rnf126	0.904
Cxcl6	Adra2c	0.904
Htr5a	Cnr2	0.904
Htr1f	Cnr2	0.904
Adora1	Cnr2	0.904
Mrpl1	Chchd1	0.904
Frk	Kpnb1	0.904
Pole2	Nbn	0.904
Psap	Aplnr	0.904
Htr1f	Aplnr	0.904
Grm3	Aplnr	0.904
Adora1	Aplnr	0.904
Ppp2r5a	Zwilch	0.904
Srgn	Tor4a	0.904
Cep97	Prkar2b	0.904
Cntrl	Prkar2b	0.904
Casr	Tacr3	0.904
Hrh1	Tacr3	0.904
Brs3	Tacr3	0.904
RGD1560028	Tacr3	0.904
Psma3l	Orc1	0.904
Psmb1	Orc1	0.904
Psmd2	Orc1	0.904
Psma6	Orc1	0.904
Snap29	Psen1	0.904
Cd63	Psen1	0.904
Nup107	Cenpa	0.904
Pds5a	Clasp2	0.904
Csf2rb	Kras	0.904
Mmp1b	Mmp1	0.904
Ndufaf7	Ndufb9	0.904
Polr2j	Prpf38a	0.904
Lrr1	Asb4	0.904
Ube2g2	Asb4	0.904
Sos1	Fgf7	0.904
Fam20a	Tf	0.904
Pcsk9	Tf	0.904
Gper1	Src	0.904
Pex2	Hmgcl	0.904
Babam2	Mre11	0.904
Ppp2r5a	Itgb3bp	0.904
Rbmx	Ddx42	0.904
Clp1	Ddx42	0.904
Prpf38a	Ddx42	0.904
Ccr9	LOC100912228	0.904
Ccr1l1	LOC100912228	0.904
Grm6	LOC100912228	0.904
Pole2	Apex1	0.904
Bub1b	Dync1i1	0.904
Spdl1	Dync1i1	0.904
Capza3	Dync1i1	0.904
Nup153	Casc3	0.904
Prkab1	Slc38a9	0.904
Grb2	Necap1	0.904
Cwc15	Srsf4	0.904
Pqbp1	Srsf4	0.904
Trappc5	Cnih1	0.904
Fbxo32	Rnf19a	0.904
Anapc4	Rnf19a	0.904
Ube2g2	Rnf19a	0.904
Mtnr1b	Tas1r1	0.904
Aplnr	Tas1r1	0.904
Cnr1	Tas1r1	0.904
Grpr	Htr2a	0.904
Trhr	Htr2a	0.904
Socs3	Ube2g1	0.904
Eaf2	Leo1	0.904
Baat	Acot2	0.904
Fam20c	Lgals1	0.904
Igfbp7	Lgals1	0.904
Penk	Lgals1	0.904
Sf3a3	Pcf11	0.904
Aqr	Pcf11	0.904
Prpf8	Pcf11	0.904
Rfc2	Isy1	0.904
Rpa1	Isy1	0.904
Tcea1	Isy1	0.904
Mnat1	Isy1	0.904
Gtf2h3	Isy1	0.904
Nt5c	Pnp	0.904
Tas1r1	Htr1a	0.904
Aplnr	Htr1a	0.904
Akr1b8	Glb1	0.904
Dzip3	Trim32	0.904
Lnx1	Trim32	0.904
Rac1	Cd28	0.904
Anapc4	Asb8	0.904
Lrr1	Asb8	0.904
Fbxo32	Asb8	0.904
Fem1c	Asb8	0.904
Commd9	Asb8	0.904
Ppbp	Ccr4	0.904
Aplnr	Ccr4	0.904
LOC100912228	Ccr4	0.904
Arel1	Vhl	0.904
Rnf126	Vhl	0.904
Fem1b	Vhl	0.904
Hace1	Vhl	0.904
Fem1c	Vhl	0.904
Cand1	Vhl	0.904
Lamc1	Il6	0.904
Mepe	Il6	0.904
Tbp	Ice2	0.904
Actr10	Kif3b	0.904
Cblb	Sh3rf1	0.904
Wwp1	Sh3rf1	0.904
Nek2	Tubb4b	0.904
Rpa3	Polr2k	0.904
Cwc15	Polr2k	0.904
Dhx15	Polr2k	0.904
AABR07029002.2	Polr2k	0.904
Ep300	Polr2k	0.904
Cops2	Polr2k	0.904
Capza3	Arfgap1	0.904
4933400A11Rik	Arfgap1	0.904
Csnk2a1	Smc4	0.904
Rac1	Efnb3	0.904
Bcl2	Bik	0.904
Mad2l1	Psmc5	0.904
Ccne2	Psmc5	0.904
Fzr1	Psmc5	0.904
Traf3	Psmc5	0.904
Gli2	Psmc5	0.904
Atp6ap2	Lamtor3	0.904
Cxcl2	Ptger3	0.904
Adra2c	Ptger3	0.904
Cxcr3	Ptger3	0.904
Tas1r1	Ptger3	0.904
Pds5a	Xpo1	0.904
Htr1f	Oprd1	0.904
Nt5c	Ada	0.904
Qsox1	Igfbp4	0.904
LOC100912228	Ccr7	0.904
Cntrl	Cep162	0.904
Pdk1	Mtor	0.904
Ocrl	Agtr1b	0.904
Serpinb3a	Dnajc3	0.904
Cep162	Pcm1	0.904
Ywhag	Pcm1	0.904
Pik3r6	Gngt1	0.904
Chrm5	Gngt1	0.904
Hrh1	Gngt1	0.904
Ckap4	Plau	0.904
Map2k6	Nod1	0.904
Rcc2	Sec13	0.904
Ppp2ca	Sec13	0.904
Mrps35	Eral1	0.904
Mrps14	Eral1	0.904
Atp5pf	Cox6c	0.904
Mepe	Scg3	0.904
Fam20a	Scg3	0.904
Runx1	Smarcd2	0.904
Kif18a	Dync1li1	0.904
Adgre5	Dync1li1	0.904
Thsd7b	Thbs2	0.904
Uba3	Klhl25	0.904
Klhl21	Klhl25	0.904
Psmd12	Birc2	0.904
Cpne3	Cmtm6	0.904
Prcp	Cmtm6	0.904
Mgst1	Cmtm6	0.904
Twistnb	Taf1d	0.904
Utp20	Exosc10	0.904
Nup107	Nek6	0.904
Prokr1	Nmb	0.904
Npffr1	Ednrb	0.904
Chrm5	Ednrb	0.904
Ghrl	Ednrb	0.904
Npffr2	Ednrb	0.904
Src	Itgb1	0.904
Nupl2	Nup205	0.904
LOC100912228	Fpr1	0.904
Mgst1	Fpr1	0.904
Krt17	Krt24	0.904
Tacr1	Gnb4	0.904
Tacr3	Gnb4	0.904
Hgf	Lama2	0.904
Frk	Elane	0.904
Erp44	Elane	0.904
Cul1	Tfdp2	0.904
Fyn	Ppp2r1a	0.904
Nup37	Ppp2r1a	0.904
Rpl15	Ppp2r1a	0.904
Spdl1	Ppp2r1a	0.904
Tuba4a	Ppp2r1a	0.904
Psmc6	Ppp2r1a	0.904
Tiprl	Ppp2r1a	0.904
Tgfb3	Cfd	0.904
Ercc6l	Blm	0.904
Mgrn1	Anapc2	0.904
Klhl5	Anapc2	0.904
Trim41	Anapc2	0.904
Krt24	Krt25	0.904
Utp11	Csnk1d	0.904
Pafah1b1	Csnk1d	0.904
Dcaf13	Csnk1d	0.904
Mks1	Csnk1d	0.904
Sst	Ccl4	0.904
Gper1	Ccl4	0.904
Penk	Ccl4	0.904
LOC100912228	Ccl4	0.904
Il1b	Ccl4	0.904
Rnf19a	Ube3c	0.904
Rnf126	Uba5	0.904
Rnf6	Uba5	0.904
Dzip3	Uba5	0.904
Ltn1	Uba5	0.904
Rnf115	Uba5	0.904
Entpd6	Pkm	0.904
Gosr2	Ank2	0.904
Nfrkb	Actl6a	0.904
Nup153	Hspa4l	0.904
Bsg	Atp1b3	0.904
Cxcl1	Aldoc	0.904
Dhx15	Usp39	0.904
Ube2g1	Ube2r2	0.904
Trim9	Ube2r2	0.904
Kif3a	Kif6	0.904
Sdccag8	Rab11a	0.904
Cwc15	Wbp4	0.904
Hnrnpa2b1	Wbp4	0.904
Mapk6	Psmb2	0.904
Ccne2	Psmb2	0.904
Agpat3	Agk	0.904
Cdk1	LOC100360846	0.904
Gatc	Nars2	0.904
Actr10	Kif3c	0.904
Hectd1	Rnf7	0.904
Lrr1	Rnf7	0.904
Htr2a	Hcrtr2	0.904
Tac1	Hcrtr2	0.904
Brs3	Hcrtr2	0.904
Tmem30a	Kcnab2	0.904
Gpihbp1	Pcsk6	0.904
Degs1	Degs2	0.904
Snrnp35	Ybx1	0.904
Cdk5rap2	Rpgrip1l	0.904
Akap9	Rpgrip1l	0.904
Cntrl	Rpgrip1l	0.904
Pafah1b1	Rpgrip1l	0.904
C3ar1	Tas2r119	0.904
Grm6	Tas2r119	0.904
Rac1	Klc1	0.904
Snrpc	Hnrnpr	0.904
Nrp1	Fes	0.904
Limk1	Fes	0.904
Cnr2	Htr1d	0.904
Plac8	Npc2	0.904
Igfbp4	Cp	0.904
Gpihbp1	Pcsk5	0.904
Chrm5	Nmbr	0.904
Gpr143	Nmbr	0.904
Zwilch	Mapre1	0.904
Pcm1	Mapre1	0.904
Spdl1	Mapre1	0.904
Pmch	Tas2r108	0.904
Grm3	Tas2r108	0.904
Cog3	Man2a2	0.904
Elavl2	Snrnp40	0.904
Polr2k	Snrnp40	0.904
Srsf6	Snrnp40	0.904
Spred2	Rasa2	0.904
Ppp2r1a	Rps3a	0.904
Cand1	Dcaf10	0.904
Smc4	Csnk2a2	0.904
Cnga1	LOC108348053	0.904
Pkd1	LOC108348053	0.904
Dynll2	Rab7a	0.904
Cp	Ktn1	0.904
Cd40lg	Psmc2	0.904
Ccne2	Psmc2	0.904
Chrna4	Chrna6	0.904
Adamts18	Sema5a	0.904
Psen1	Ndufc2	0.904
Casr	Npw	0.904
Gpsm3	Cxcr5	0.904
Casr	Cxcr5	0.904
Muc20	St6galnac2	0.904
Ift27	Dynlrb2	0.904
Rbmx	Snrpa1	0.904
Polr2f	Snrpa1	0.904
Gtf2a1	Ints4	0.904
Snapc5	Ints14	0.904
LOC100912228	Gpr18	0.904
Gpsm3	Gpr18	0.904
Snrpb2	Ppwd1	0.904
Clp1	Ppwd1	0.904
Ube2o	Fbxo10	0.904
Cdc27	Fbxo10	0.904
Traf7	Fbxo10	0.904
Ccne2	Psmb7	0.904
Anapc2	Psmb7	0.904
Anapc7	Psmb7	0.904
Tnf	Psmb7	0.904
Rps6kb1	Tsc1	0.904
Clec4d	Mgam	0.904
Herc3	Gan	0.904
Wwp1	Gan	0.904
Ccl5	Pomc	0.904
Gpr37	Pomc	0.904
Cxcl10	Pomc	0.904
Cxcl2	Pomc	0.904
Cxcl1	Pomc	0.904
Foxo3	Ywhab	0.904
Epha7	Ephb2	0.904
Smdt1	Pmpcb	0.904
Grin3a	Grin3b	0.904
Elavl1	Wdr33	0.904
Elavl2	Wdr33	0.904
Polr2j	Wdr33	0.904
Stt3a	Mcm3	0.904
Mospd2	Pgrmc1	0.904
Ldlr	Amph	0.904
Ldlrap1	Amph	0.904
Col6a2	Col19a1	0.904
Cdk1	Nup58	0.904
Nxt1	Nup58	0.904
Col9a3	LOC108348074	0.904
Stx18	Stx12	0.904
Ocrl	Rhoc	0.904
Rhob	Rhoc	0.904
Gla	Dpp7	0.904
Stbd1	Vamp8	0.904
Itgb2	Vamp8	0.904
Clec4d	Vamp8	0.904
LOC100912228	Ccr6	0.904
Nup85	Espl1	0.904
Trhr	Mlnr	0.904
Fem1b	Spsb4	0.904
Anapc2	Spsb4	0.904
Ube2d1	Spsb4	0.904
Aldoc	Dbnl	0.904
Cog1	Rab33b	0.904
Gpr37	Htr1b	0.904
Sstr2	Htr1b	0.904
Ppp2r1a	Magoh	0.904
AABR07064667.1	Magoh	0.904
Elavl1	Cherp	0.904
Ppwd1	Cherp	0.904
Snrpc	Cherp	0.904
Tra2b	Cherp	0.904
Utp23	Rrp9	0.904
Chm	Dennd5a	0.904
Serpinf2	Sparc	0.904
Rhoc	Prc1	0.904
Sema3d	Plxna4	0.904
Isy1	Rpa2	0.904
Ephb2	Epha8	0.904
Epha2	Epha8	0.904
Trpm2	Cyba	0.904
Mgam	Cyba	0.904
Sirpa	Cyba	0.904
Bst1	Cyba	0.904
Rap2c	Cyba	0.904
Apoa2	Lrp8	0.904
Actr2	Rnaset2	0.904
Aplnr	Grm2	0.904
Nmu	Grm2	0.904
Htr1f	Grm2	0.904
Tas2r108	Grm2	0.904
Hsd17b8	Akr1d1	0.904
Dhx15	Ddx10	0.904
Serpinb10	Ptafr	0.904
Xcr1	Ptafr	0.904
Ptger1	Ptafr	0.904
Agtr1b	Ptafr	0.904
Bdkrb1	Ptafr	0.904
Tspan14	Ptafr	0.904
Sirpa	Ptafr	0.904
Tmed7	Arf4	0.904
Polr2j	Mettl3	0.904
Clp1	Prcc	0.904
Sf3a1	Prcc	0.904
Hnrnph2	Prcc	0.904
Prpf38a	Prcc	0.904
Cwc25	Prcc	0.904
Elavl1	Prcc	0.904
Prpf38a	Dnajc8	0.904
Bud31	Dnajc8	0.904
Rbmx	Dnajc8	0.904
Srsf5	Dnajc8	0.904
Plrg1	Dnajc8	0.904
Csnk1d	Ajuba	0.904
Cep131	Ajuba	0.904
Cdc27	Hecw2	0.904
Fbxw9	Hecw2	0.904
Trim9	Hecw2	0.904
Pygb	Arsa	0.904
Fabp1	Helz2	0.904
Ncoa2	Helz2	0.904
Ube3c	Rnf217	0.904
Cul1	Rnf217	0.904
Ube2g2	Rnf217	0.904
Fbxw9	Rnf217	0.904
Asb12	Rnf217	0.904
Klhl21	Rnf217	0.904
Tmod2	Myl1	0.904
Hace1	Kbtbd8	0.904
Pdxk	Arg1	0.904
Wsb2	Wsb1	0.904
Pigs	Pgap1	0.904
Lrr1	Asb14	0.904
Klhl21	Asb14	0.904
Skp1	Asb14	0.904
Ccne2	Psmb5	0.904
Adra1a	Gnrh1	0.904
Prokr1	Gnrh1	0.904
Fam20c	Prkcsh	0.904
Hvcn1	Iqgap1	0.904
Usp2	Sharpin	0.904
Wnt3	Wnt4	0.904
Supt4h1	Ints9	0.904
Tbp	Ints9	0.904
Pcsk9	Rcn1	0.904
Ajuba	Csnk1e	0.904
Mks1	Csnk1e	0.904
Nop56	Csnk1e	0.904
Dcaf13	Csnk1e	0.904
Sumo3	Nup50	0.904
Ggh	Crisp3	0.904
Rpa2	Polr2e	0.904
Cops6	Polr2e	0.904
Cwc15	Polr2e	0.904
Srsf9	Polr2e	0.904
Prpf8	Polr2e	0.904
Gtf3c5	Polr2e	0.904
Gli1	Psma4	0.904
Vhl	Psma4	0.904
Orc1	Psma4	0.904
Map3k14	Psma4	0.904
Gli2	Psma4	0.904
Vps4b	Tsg101	0.904
Iqgap1	Dok3	0.904
Fpr1	Dok3	0.904
Rraga	Maf1	0.904
Actr10	Kif26a	0.904
Mapk1	Txndc5	0.904
Rnaset2	Txndc5	0.904
Vamp8	Txndc5	0.904
Sos1	Trem2	0.904
Upk1b	Upk3a	0.904
Actr10	Cog6	0.904
Lrr1	Asb7	0.904
Ptgs1	Prxl2b	0.904
Cntrl	Tubgcp4	0.904
Csnk1e	Tubgcp4	0.904
Csnk1d	Tubgcp4	0.904
Nek2	Tubgcp4	0.904
Cdc73	Tle3	0.904
Cdc27	Siah2	0.904
Spsb4	Siah2	0.904
Asb4	Siah2	0.904
Traf2	Tnfrsf14	0.904
Vhl	Lrrc41	0.904
Rnf126	Lrrc41	0.904
Dck	Pde7b	0.904
Elane	RatNP-3b	0.904
Sstr2	Adra2b	0.904
Cxcl1	Adra2b	0.904
Gpr37	Adra2b	0.904
Npw	Adra2b	0.904
Htr1f	Adra2b	0.904
Gpsm3	P2ry12	0.904
Gosr2	Tmed3	0.904
Gna15	Gpr132	0.904
Ptger1	Gpr132	0.904
Ednrb	Gpr132	0.904
Gnb2	Gpr132	0.904
Tac1	Hcrtr1	0.904
Brs3	Hcrtr1	0.904
Npc2	Cap1	0.904
Nhlrc3	Cap1	0.904
Ptger3	Sucnr1	0.904
Akap9	Rasgrf1	0.904
Krt25	Krt40	0.904
Krt4	Krt40	0.904
Krt27	Krt40	0.904
Aurkb	Aaas	0.904
Snrpd1	Aaas	0.904
Snx5	Snapin	0.904
Krt24	Krt13	0.904
Kcnab2	Tom1	0.904
Ufl1	Dcaf1	0.904
Trim32	Dcaf1	0.904
Lnx1	Dcaf1	0.904
Ubr1	Dcaf1	0.904
Pafah1b1	Cep78	0.904
Mapre1	Cep78	0.904
Npbwr1	Npy1r	0.904
Cxcl2	Npy1r	0.904
Sh3gl2	Ntrk1	0.904
Brs3	Nmur2	0.904
Adra2c	Nmur2	0.904
Cxcr6	Nmur2	0.904
Nmu	Npy5r	0.904
Adra2b	Npy5r	0.904
Rab43	Arfrp1	0.904
Gnl2	Noc3l	0.904
Ppp2r1a	Ahi1	0.904
Aurkb	Psmd7	0.904
Sirpa	Cxcr2	0.904
Cnr2	Cxcr2	0.904
RT1-S3	Cxcr2	0.904
Hvcn1	Cxcr2	0.904
Polr2e	Sf3b1	0.904
Elavl1	Sf3b1	0.904
Vhl	Dcun1d3	0.904
Cops4	Dcun1d3	0.904
Asb4	Dcun1d3	0.904
Asb12	Dcun1d3	0.904
Asb9	Dcun1d3	0.904
Asb14	Dcun1d3	0.904
Fbxo9	Dcun1d3	0.904
Ankrd9	Dcun1d3	0.904
Dok5	Gfra2	0.904
Lrr1	Herc2	0.904
Trim39	Herc2	0.904
Klhl41	Herc2	0.904
Mre11	Herc2	0.904
AABR07049821.1	Rpl27a	0.904
Pafah1b1	Sclt1	0.904
Polr2e	Pold2	0.904
Tacr1	P2ry1	0.904
Chrna6	Chrna3	0.904
Nmur2	Grm1	0.904
Nmu	Grm1	0.904
Gpr143	Grm1	0.904
Krt31	Krt9	0.904
Krt13	Krt9	0.904
Wnt5b	Wnt2b	0.904
Pgrmc1	Ap1m1	0.904
Degs1	Ap1m1	0.904
RGD1564463	Ap1m1	0.904
Psmb8	Gli3	0.904
Psma4	Gli3	0.904
Psmc1	Gli3	0.904
Ints8	Sp1	0.904
Frs2	Frs3	0.904
Fgf20	Frs3	0.904
Erbb4	Shc3	0.904
Adra2c	S1pr3	0.904
Gnat3	S1pr3	0.904
Gpr37l1	S1pr3	0.904
Gpsm3	S1pr3	0.904
Krt31	Krt16	0.904
Eva1a	Ccn1	0.904
Afp	Ccn1	0.904
Pygl	Enpp1	0.904
Lyz2	Galns	0.904
Arg1	Galns	0.904
Isy1	Hnrnpf	0.904
Fbxo10	Rnf4	0.904
Fzr1	Rnf4	0.904
Arel1	Rnf4	0.904
Mis12	Smc3	0.904
Nup153	Phax	0.904
Nup35	Phax	0.904
Nup50	Phax	0.904
Nup107	Phax	0.904
Nup54	Phax	0.904
Polr2j	Phax	0.904
Ppp2r5a	Psmd13	0.904
Cdk1	Psmd13	0.904
Cdk1	Cbfb	0.904
Rab43	Tgoln2	0.904
Snapin	Tgoln2	0.904
RT1-Ba	Clta	0.904
Sec31a	Trappc2l	0.904
Trim41	Btbd6	0.904
Commd9	Btbd6	0.904
Fbxo6	Btbd6	0.904
Ccdc22	Btbd6	0.904
Ywhab	Fn1	0.904
Dnajc3	Fn1	0.904
Ckap4	Fn1	0.904
Tgoln2	Fn1	0.904
Dcn	Csgalnact2	0.904
Fbxw9	Smurf2	0.904
Kbtbd8	Smurf2	0.904
Klhl42	Smurf2	0.904
Btbd6	Smurf2	0.904
Prcc	Dhx38	0.904
Lsm3	Dhx38	0.904
Ppwd1	Sympk	0.904
Aqr	Sympk	0.904
Avpr1a	Gast	0.904
Isy1	Prpf4	0.904
Ppbp	Hbb-bs	0.904
Hectd1	Fbxo30	0.904
Rnf115	Fbxo30	0.904
Ubr1	Fbxo30	0.904
Fbxl18	Fbxo30	0.904
Ybx1	Sf3b5	0.904
Srsf5	Sf3b5	0.904
Srsf4	Sf3b5	0.904
Srsf6	Sf3b5	0.904
Elavl2	Sf3b5	0.904
Ddx42	Sf3b5	0.904
Isy1	Sf3b5	0.904
Fpr1	Anpep	0.904
Iqgap1	Anpep	0.904
Psmb5	Ccne1	0.904
Psmc1	Ccne1	0.904
Psmc5	Ccne1	0.904
Psmb1	Ccne1	0.904
Psmb8	Ccne1	0.904
Cyba	Adgrg3	0.904
Rac1	Mapkapk3	0.904
Gpr65	Cysltr2	0.904
Tac1	Cysltr2	0.904
Cysltr2	Gna14	0.904
Pik3r3	Gna14	0.904
Gnrh1	Gna14	0.904
Mmp1	Igfals	0.904
Mapk1	Ap2a1	0.904
Gria3	Ap2a1	0.904
Commd1	Fbxo22	0.904
Rchy1	Fbxo22	0.904
Acot4	Idh1	0.904
Ube2d1	Idh1	0.904
Psmd6	Ube2c	0.904
Tmed10	Mcfd2	0.904
Trappc6b	Mcfd2	0.904
Hace1	Siah1	0.904
Fbxo40	Siah1	0.904
Smurf2	Siah1	0.904
Cdc27	Siah1	0.904
Dapp1	Nck1	0.904
Il13ra1	Socs5	0.904
Cp	Sparcl1	0.904
Eps15l1	M6pr	0.904
Naprt	Ist1	0.904
Grm2	Gal	0.904
Ccl5	Gal	0.904
Fbxo30	Fbxl8	0.904
Cct8	Mob4	0.904
Wbp4	Smndc1	0.904
Hnrnpa2b1	Smndc1	0.904
Polr2k	Smndc1	0.904
Prpf40a	Smndc1	0.904
Aqr	Smndc1	0.904
Tbp	Ints3	0.904
Cdk1	Haus3	0.904
Cep57	Haus3	0.904
Tpx2	Haus3	0.904
Rap1b	Dnajc5	0.904
Atp6v0c	Dnajc5	0.904
Kcnab2	Dnajc5	0.904
Rap2b	Dnajc5	0.904
Pigk	Pigf	0.904
Ppp2r1a	Rpl13	0.904
Nup37	Ska1	0.904
Rad21	Ska1	0.904
Cxcl9	Lpar3	0.904
