"feature","ACH_000973","ACH_000070","ACH_000411","ACH_001306","ACH_000137","ACH_000697","ACH_000557","ACH_000838","ACH_000802","ACH_000228","ACH_000402","ACH_000832","ACH_000518","ACH_000856","ACH_000516","ACH_000264","ACH_000713","ACH_000329","ACH_000120","ACH_000458","ACH_000920","ACH_000253","ACH_000350","ACH_000256","ACH_000278","ACH_000608","ACH_000055","ACH_000095","ACH_000243","ACH_000211","ACH_000233","ACH_000258","ACH_000435","ACH_000330","ACH_000308","ACH_000936","ACH_000706","ACH_000295","ACH_000585","ACH_000906","ACH_000487","ACH_000633","ACH_000082","ACH_000098","ACH_000738","ACH_000047","ACH_000746","ACH_000485","ACH_000374","ACH_000859","ACH_000150","ACH_000840","ACH_000467","ACH_000012","ACH_000454","ACH_000190","ACH_000954","ACH_000941","ACH_000996","ACH_000831","ACH_000984","ACH_000542","ACH_000847","ACH_000393","ACH_000014","ACH_000799","ACH_000274","ACH_000054","ACH_000986","ACH_000552","ACH_000926","ACH_000118","ACH_000882","ACH_000915","ACH_000569","ACH_000476","ACH_000734","ACH_000324","ACH_000237","ACH_000132","ACH_000584","ACH_000928","ACH_000993","ACH_000711","ACH_000653","ACH_000404","ACH_000507","ACH_000167","ACH_000259","ACH_000773","ACH_000293","ACH_000969","ACH_000862","ACH_000250","ACH_000714","ACH_000576","ACH_000541","ACH_000622","ACH_000858","ACH_000265","ACH_000631","ACH_000524","ACH_000855","ACH_000809","ACH_000865","ACH_000824","ACH_000627","ACH_000471","ACH_000769","ACH_000819","ACH_000252","ACH_000390","ACH_000787","ACH_000477","ACH_000796","ACH_000621","ACH_000884","ACH_000910","ACH_000935","ACH_000881","ACH_000601","ACH_000362","ACH_000851","ACH_000335","ACH_000045","ACH_000938","ACH_000294","ACH_000510","ACH_000921","ACH_000589","ACH_000869","ACH_000766","ACH_000448","ACH_000021","ACH_000747","ACH_000781","ACH_000521","ACH_000841","ACH_000311","ACH_000785","ACH_000481","ACH_000924","ACH_000092","ACH_000800","ACH_000463","ACH_000395","ACH_000403","ACH_000427","ACH_000911","ACH_000116","ACH_000336","ACH_000013","ACH_000159","ACH_001151","ACH_000947","ACH_000663","ACH_000022","ACH_000606","ACH_000732","ACH_000735","ACH_000937","ACH_000307","ACH_000320","ACH_000169","ACH_000041","ACH_000960","ACH_000791","ACH_000261","ACH_000505","ACH_000943","ACH_000473","ACH_000242","ACH_000410","ACH_000839","ACH_000782","ACH_000376","ACH_000099","ACH_000748","ACH_000017","ACH_000361","ACH_000822","ACH_000665","ACH_000363","ACH_000260","ACH_000366","ACH_000811","ACH_000974","ACH_000932","ACH_000549","ACH_000302","ACH_000483","ACH_000623","ACH_000907","ACH_000517","ACH_000500","ACH_000683","ACH_000537","ACH_000460","ACH_000338","ACH_000365","ACH_000953","ACH_000677","ACH_000820","ACH_000651","ACH_000018","ACH_000571","ACH_000720","ACH_000318","ACH_000488","ACH_000917","ACH_000408","ACH_000452","ACH_000397","ACH_000387","ACH_000146","ACH_000885","ACH_000459","ACH_000317","ACH_000495","ACH_000364","ACH_000579","ACH_000522","ACH_000545","ACH_000484","ACH_000827","ACH_000332","ACH_000469","ACH_000570"
"C34.1.DAG","5.836096","6.161163","6.128955","5.488446","5.577584","6.315594","5.607106","5.861338","6.000476","5.32952","6.076026","6.137315","5.200334","5.531103","5.794615","6.133825","5.600262","5.415228","5.694381","5.502636","6.18257","5.639932","5.418384","5.647906","5.460904","5.750164","6.027291","5.960903","5.783702","5.354895","5.976781","6.027545","6.116566","5.620468","5.789254","5.519082","6.470972","6.103501","5.553799","5.818327","5.701376","5.930656","5.757904","6.120325","5.520353","6.00598","6.979082","6.172828","5.524994","6.42324","5.343833","5.46523","5.866146","5.333733","6.387518","5.634808","6.045532","5.49859","5.614813","5.806833","5.314833","5.201916","6.412612","6.449216","6.223138","5.858527","5.829627","6.030355","6.584121","5.715743","5.408844","6.091899","6.318751","6.631394","5.725749","6.554654","6.573333","5.473803","5.986851","5.730751","5.799126","5.410407","5.73079","6.071307","6.427419","6.281328","5.313602","5.81884","5.919992","6.15256","5.284067","6.158263","5.280149","5.561458","5.105047","6.000487","6.400927","6.052838","5.413489","6.224034","5.461443","5.405624","6.372827","6.281002","5.771742","6.514163","6.573567","6.431504","6.409659","5.490267","5.677882","5.888411","5.467989","5.767077","5.778476","5.988994","5.866786","5.95592","5.63371","6.451533","6.321068","6.083226","6.385081","5.805435","5.634484","6.229923","6.16872","6.313697","5.83362","6.290655","5.153635","5.491961","5.978401","6.398848","6.282597","5.624575","6.057399","6.001785","6.308121","5.560705","6.165964","4.897738","5.643294","5.763893","5.687592","6.14852","5.129335","6.213789","6.197514","6.053903","6.275517","5.35038","5.611663","5.730855","5.86425","6.271179","5.384847","5.609762","5.511191","5.698251","6.122587","5.662488","6.427808","6.154042","5.789987","6.294446","5.035147","5.878497","5.67953","5.876107","6.063313","6.195542","5.841433","5.694006","5.618351","5.754925","6.132537","6.539727","5.482617","5.794162","6.141226","5.494087","5.817725","5.746208","6.123803","6.087537","5.288526","6.160977","5.971783","6.533197","5.992452","6.063953","5.865569","5.923571","5.65523","5.967611","6.653173","5.415754","6.087734","5.97175","5.980839","5.385669","5.666191","6.137051","6.092537","5.637291","6.061944","6.093176","6.211851","5.959595","5.964565","5.771273","5.617377","6.010013","6.21947","5.501326","5.645449","5.623472","5.418794","5.735764","6.343612","6.514835","5.773156","6.12724","6.079824","6.349796","5.562653","5.923271"
"C36.2.DAG","5.929772","6.046596","6.356771","5.643631","5.572065","6.413627","6.082198","6.104818","6.383692","5.637009","6.079281","6.200563","5.278575","5.901765","5.956875","6.508263","5.593843","5.420496","5.272675","5.489545","5.925315","6.113109","5.592637","5.574423","5.493408","5.497417","6.081719","5.784954","5.92392","5.184344","6.107252","5.55837","6.252387","5.686065","5.781586","5.713923","6.511784","6.194463","5.39438","5.322238","5.92157","6.254254","5.575809","6.320167","5.434738","5.34884","6.546824","5.807043","5.71663","6.283333","5.941523","5.622066","6.144008","5.244262","6.283004","5.699018","6.107256","5.612775","5.394788","5.448613","5.485997","5.279388","6.178483","6.319679","6.371607","5.805","6.085936","5.860323","6.551258","5.811236","5.843991","5.998135","6.279233","6.620901","5.83862","6.416886","6.566221","5.270523","6.269241","5.327489","5.970388","5.556291","5.628973","5.716258","6.250298","6.041451","5.965852","6.023101","6.129371","6.031765","5.43095","5.954196","5.681982","5.589977","5.729138","6.125281","6.490197","6.06582","5.163235","6.142815","5.82396","5.044236","6.373178","6.096527","5.185967","6.379846","6.346665","6.729105","6.128653","6.079869","5.710895","5.713265","5.36506","5.445457","5.789475","5.974941","5.807764","5.422735","5.549077","6.750052","6.245136","6.185802","6.270739","5.957652","5.999171","5.991629","6.117017","6.221433","5.89423","6.21456","5.477955","5.961586","6.01441","6.174452","6.277427","5.544977","6.067814","6.022642","6.013066","6.014522","6.0724","5.135942","6.115861","5.778261","5.954462","5.808338","5.38832","6.126079","6.211716","6.404359","6.392182","5.553223","5.60571","5.757999","6.07426","6.27784","5.274646","5.914976","5.437339","5.516882","6.057172","5.651073","6.129415","6.132299","5.828596","6.184414","5.808749","5.890931","5.733153","6.014908","6.233013","6.557779","5.658711","5.712682","5.483926","6.129892","5.432249","6.419016","5.443073","5.653275","6.200987","5.229114","6.090626","5.46796","5.883976","5.900728","5.421917","5.940074","6.209105","6.303342","5.216794","6.167389","5.640275","5.804966","5.608356","5.975633","6.960702","5.007764","6.152356","6.047055","5.915104","6.154273","5.929964","5.860379","6.170671","5.631498","6.192677","6.049501","6.053763","6.029135","5.96345","5.872844","6.120972","6.061682","6.35721","5.845354","5.730324","5.665151","5.705105","5.577027","6.215402","6.484574","6.129768","6.210644","5.942849","6.337373","5.628204","5.341239"
"C36.1.DAG","5.685428","6.194556","5.89187","5.713858","5.5973","6.054258","5.989291","5.91049","5.493873","5.673962","6.30798","6.018287","5.795482","5.713441","5.634122","5.919299","5.69329","5.556513","5.624538","5.73315","6.173226","5.991132","5.5612","5.611957","5.638036","5.872381","5.950872","6.348258","5.903683","5.51231","6.096632","6.151837","5.940836","5.718387","5.6812","5.649916","6.16962","5.933128","5.624338","5.879134","6.078105","5.755527","5.4744","6.078236","5.538285","5.818118","6.767316","6.035863","5.703356","6.348688","5.569976","5.725094","5.970254","5.462657","6.023764","5.664624","6.09005","5.641189","5.616714","5.947837","5.612362","5.596759","5.85389","6.035085","5.826981","5.721111","5.906007","6.067226","6.509906","5.938874","5.624881","6.017671","5.916792","6.30358","5.754784","6.332763","6.213519","5.695056","5.781307","5.514282","5.648825","5.569895","5.881965","5.769617","6.516013","6.075658","6.004458","5.832463","5.46275","6.12589","5.484283","6.186614","5.466466","5.822403","5.671758","6.109585","6.185267","5.810327","5.656352","5.970457","5.630939","5.45513","6.301692","6.244393","5.827652","6.085578","6.292032","6.449481","5.982927","5.784736","5.86668","5.918934","5.66315","5.684579","6.13568","5.952975","5.936792","5.86432","5.728964","6.175743","6.054566","6.192959","6.254932","5.747884","5.983154","6.082238","6.14077","6.11062","5.884653","6.069547","5.573974","5.52682","5.771201","6.038256","5.905005","5.524116","6.010276","6.070249","5.999677","5.553067","6.277091","5.387092","5.563735","5.704223","5.696783","5.976206","5.639424","6.087385","6.215993","5.95533","6.037772","5.549353","6.100997","6.107741","5.883065","6.092509","5.835369","5.398616","5.521838","5.824651","5.949972","5.911361","6.724242","6.036827","5.617312","6.298493","5.649894","5.774447","5.605757","6.147543","5.871158","5.87734","5.843654","5.782944","5.978345","5.456715","5.836404","6.199137","5.731682","5.876715","5.857777","5.842276","5.728485","5.551146","5.995012","5.975381","5.484585","6.010154","5.883976","6.269914","5.444457","6.047517","5.876656","6.095974","5.749175","6.004983","6.29377","5.51573","5.970201","5.924882","6.271191","5.599713","5.723158","6.083678","5.863626","5.657219","6.04475","5.679432","5.887846","6.001669","5.932684","5.971632","5.725346","5.992201","6.138539","5.706115","5.821005","5.889725","5.853003","5.489915","6.055216","6.433984","5.675495","6.289897","5.802708","6.43835","5.580818","5.8139"
"C14.0.CE","6.051214","5.577185","5.866984","5.814891","5.797964","6.235819","5.778165","5.703344","5.848198","6.097959","5.817067","5.813179","6.003639","6.116348","5.789611","5.784454","6.053508","5.871","6.436805","5.823416","5.519165","5.935898","5.934167","5.889521","5.864867","5.836939","6.12207","6.005312","5.766183","5.594206","5.747974","5.763659","5.98557","5.880132","5.739549","5.882102","6.34347","5.733206","5.943743","5.94842","5.804401","5.957586","6.13153","6.176369","5.813216","6.272329","5.975411","6.093044","5.783341","5.881854","5.961201","5.798576","5.703319","5.69445","5.951867","6.042088","5.773506","6.387911","6.386593","6.096351","5.83557","5.787582","6.049823","6.190379","6.295308","6.146976","5.605816","5.819938","5.85749","5.539587","5.682222","6.094652","6.102431","5.801431","5.807018","6.216843","6.194352","5.890839","5.749644","5.883976","6.008399","5.862564","6.112474","5.983786","5.20492","5.842481","5.736246","5.57472","6.168387","5.760572","5.94135","5.728647","6.077519","5.883976","5.959287","5.931528","5.401239","5.902066","5.810572","6.486054","6.04047","5.975883","6.357002","6.021876","6.766496","5.774034","6.052996","5.745787","5.963792","5.896711","5.803667","5.961264","6.035645","6.026985","5.962456","6.01697","6.00996","5.816221","5.760915","6.498441","6.61785","5.857515","5.726486","6.369454","5.691866","5.531908","5.496228","5.846251","5.895698","5.667541","5.99604","5.378827","6.3363","6.293083","6.612887","5.935718","5.683128","5.724574","6.114814","5.912632","5.910107","6.024261","6.174735","5.666564","6.296495","5.52939","5.918565","6.052049","6.289708","5.547515","5.831544","5.942864","5.849368","6.019646","6.102071","5.726206","5.857718","6.321625","5.880712","6.262617","5.883976","5.768934","6.721496","5.797076","5.518136","5.99227","5.873146","5.82713","6.11695","6.257111","6.051673","6.04266","5.846364","6.138998","5.402873","6.342065","6.066073","6.081186","5.916896","5.680614","5.887885","6.022368","5.856678","5.716991","5.803231","5.879526","5.946373","6.070096","5.968733","5.814228","5.870567","5.933233","5.917832","5.508897","6.272014","5.92061","5.988733","5.812331","6.162178","5.588307","5.864446","5.703967","5.765321","5.936597","6.061113","5.945028","5.850228","6.089301","6.115365","5.871336","6.086073","6.158338","5.829534","5.755948","5.762245","5.719783","5.675358","5.953622","5.902151","6.041381","5.897255","6.216635","6.194611","5.59035","5.845456","6.289234","5.998448","6.129259"
"C16.1.CE","5.789245","4.888097","6.013522","5.797058","5.975925","5.736833","5.314873","5.218097","6.006012","6.030907","5.45169","6.061771","6.148483","6.052234","5.915266","5.833821","5.95607","5.947352","6.00941","5.882906","4.891303","5.70071","5.984113","5.759598","5.894084","5.87711","5.977154","5.608133","5.826315","5.577839","5.681265","5.196224","6.079234","5.73353","5.916631","5.829678","6.157165","5.16601","5.904199","5.953628","5.316955","6.120749","5.917283","6.294012","5.968805","5.681434","5.770368","6.381654","5.835741","5.870868","5.96735","5.546943","5.749366","5.564573","6.015808","6.062704","5.606885","5.782375","6.005676","5.932172","5.959498","5.810562","6.435","6.011917","6.11124","5.918314","5.765811","5.771107","5.420513","5.847863","5.716853","5.939757","5.966577","5.90359","5.890242","5.816176","6.131153","5.916175","5.810976","5.904435","6.011864","6.036444","5.898948","5.909906","4.924866","5.912642","5.859208","5.326642","5.903817","5.25221","5.928378","5.871539","6.035997","5.92284","5.876464","5.361489","4.929354","5.930294","5.866507","6.182171","5.990501","5.972245","6.07503","6.00401","5.969723","5.764606","5.602142","5.830444","5.978432","5.53624","5.887105","6.11036","5.848427","5.969154","6.065486","5.935466","5.877258","5.872303","5.910614","6.595321","6.121735","5.365673","5.584523","6.298873","5.074038","5.331552","4.949293","5.798953","5.711069","5.421762","6.081377","5.299754","6.096343","6.093491","6.345203","5.935418","5.485381","5.727813","6.194817","5.883976","5.629138","6.079563","6.179942","5.962623","5.992391","5.759468","6.055713","6.136728","6.060647","5.506172","5.121798","5.914318","5.959102","6.120219","6.094834","5.535233","5.62064","6.223088","5.899718","6.108269","5.553567","5.785012","5.943149","5.905042","5.131623","5.407582","5.87061","5.840174","5.937743","6.160134","5.895896","5.766266","5.754774","6.036428","5.090241","6.06108","6.015659","5.86963","5.83608","5.488162","5.755296","5.866201","5.641294","5.693059","5.8196","5.816122","5.948077","5.631714","5.924512","5.670156","5.92462","6.094474","6.110322","5.798434","5.899664","5.865291","5.974254","5.810346","5.348635","5.248547","5.307232","5.829653","5.599551","5.959838","5.955617","5.710427","5.873122","5.980871","6.189494","5.970812","6.068362","5.909007","5.695704","5.47718","5.15972","5.582633","5.789766","5.930148","5.985357","6.040655","5.913483","5.487909","6.375936","5.704506","5.815811","5.875906","6.081211","6.019867"
"C16.0.CE","5.42529","5.172573","5.828567","6.026976","5.92289","5.677743","5.5097","5.368231","5.89272","6.049685","5.588435","6.134892","6.023829","5.872832","5.802424","5.756282","6.030908","5.819638","6.191696","5.942896","4.97854","5.572015","6.060582","5.75653","6.00499","5.912171","6.086964","5.649176","5.83213","5.723859","5.670735","5.24052","6.001105","5.828294","5.802379","5.926028","6.092225","5.225255","5.985568","5.903638","5.458205","5.950977","5.958066","5.962287","5.914314","5.988734","5.909855","6.09045","5.956143","5.886081","5.76675","5.740038","5.821587","5.584254","5.920199","5.751707","5.713272","5.898322","5.901001","5.951519","5.983616","5.915257","5.865902","5.958684","5.776448","5.910503","5.912251","5.883976","5.341195","6.059075","5.843569","5.926554","5.798048","5.942799","5.948923","6.025543","5.726524","5.843739","5.90524","5.854367","5.984489","5.966617","5.903155","5.852265","5.039229","5.955821","5.909704","5.267662","5.738728","5.526722","6.014882","5.868316","5.786839","5.859961","6.000757","5.811411","4.875044","5.920681","5.920905","5.890763","5.9422","5.983898","6.097377","5.989332","6.411082","5.812263","5.726189","5.780474","5.955599","5.813657","5.655659","5.864317","6.000872","5.857417","6.001569","6.068174","5.897321","5.96318","5.966047","6.166627","5.920397","5.545985","5.719156","5.96148","5.234967","5.504844","5.164722","5.684934","5.709596","5.605779","5.862479","5.309343","5.854029","5.918187","6.050185","5.869104","5.62744","5.692852","6.102773","5.855525","5.641111","6.002961","5.869355","5.999852","5.562957","5.627534","5.90145","6.099324","5.963367","5.654384","5.302327","5.933496","6.056925","6.116811","5.84398","5.767673","5.701197","5.928911","5.772378","6.277857","5.472829","5.862789","6.319209","6.089706","5.386638","5.598381","6.05133","5.865234","6.08501","6.204859","5.841327","5.69035","5.82769","6.0486","4.8631","5.748546","6.011415","5.753707","5.883976","5.718837","5.989552","5.832232","5.475963","5.774863","5.892103","5.938052","5.992852","5.701282","5.83026","5.900718","5.891128","6.083215","6.157831","5.892144","5.798671","6.036893","5.949389","5.9265","5.812143","5.242259","5.371412","5.829265","5.650926","5.975091","5.965014","5.784116","5.845901","5.863925","6.091039","5.781404","6.002392","6.027243","5.777175","5.425054","5.103202","5.806505","5.812776","5.831324","5.917695","6.092489","5.900581","5.626072","5.812959","5.704989","5.733921","5.883976","6.038755","6.020391"
"C18.3.CE","5.618961","5.060163","6.026516","5.710566","6.079861","5.255923","5.456063","5.333417","5.950601","6.139318","5.504482","6.074611","5.97285","6.04784","5.87019","6.067244","5.920577","6.15865","5.896301","5.945498","4.976199","5.81545","5.979502","5.876236","6.021542","6.010173","6.138776","5.739117","5.977875","5.64735","5.695653","5.351649","6.07917","5.981056","5.855238","5.922806","6.12374","5.320394","5.998124","6.212179","5.409983","5.318888","5.924498","6.375816","6.013882","5.389503","5.617535","6.26756","5.799533","5.912004","6.246216","5.967207","5.40953","5.798768","5.962683","5.968911","5.588603","5.477894","5.966164","5.906683","6.077099","5.767455","5.852123","6.110813","6.095984","5.838891","5.99999","5.692829","5.362999","5.996265","5.657312","5.985357","6.015935","5.833368","5.935359","5.88246","5.93216","5.998694","5.725335","5.868099","5.992373","6.067779","5.937446","5.739251","5.096469","6.011608","5.918853","5.045664","5.820822","5.453686","6.043873","5.918878","5.827148","5.893053","5.998552","5.353827","5.161479","5.940073","6.036388","6.120389","6.12708","6.052424","5.974426","6.069943","5.664345","5.52139","5.295107","5.727388","6.00509","5.905419","5.981591","6.253135","5.926465","6.073438","6.169695","5.861608","5.853097","5.859631","6.050483","6.370364","5.660447","5.452414","6.034959","6.203644","5.325777","5.559207","5.218655","5.699518","5.613899","5.694338","6.157833","5.341683","5.726053","6.151796","6.31984","5.926132","5.683879","5.78964","5.993313","5.835748","5.725832","6.139192","6.125799","6.065284","5.767619","5.958268","6.073595","6.189831","6.133224","5.556105","5.403165","5.938317","6.080472","6.238511","5.639937","5.853247","5.643842","6.237315","6.104069","5.946637","5.611645","5.913171","6.045925","5.913962","5.410121","5.238623","5.969979","5.869606","5.658934","6.263767","5.837465","5.531694","5.622434","6.061042","5.032197","6.075191","5.720076","5.946056","6.052847","5.760503","5.831962","5.855738","5.531299","5.801902","5.845369","5.938411","6.031243","5.7571","5.832519","5.735842","5.933255","6.158718","6.064875","5.891493","5.630679","5.72695","6.04537","5.985407","5.485671","5.063463","5.433332","5.917834","5.560181","6.073598","6.083945","5.927668","5.949489","5.978369","6.199466","5.90629","6.331683","5.830413","5.52596","5.423984","5.290919","5.725232","5.926868","6.016527","5.770935","6.148474","6.1325","5.196035","6.032748","5.843669","5.937856","5.989084","6.136502","5.877857"
"C18.2.CE","5.398764","4.936709","5.872743","5.785966","6.014768","5.27515","4.992513","5.328866","6.027055","6.125844","5.343459","6.068264","6.177969","5.961929","6.029693","5.846725","6.020498","6.052969","6.019445","5.883062","4.462956","5.704986","6.052142","5.716981","5.884829","5.932767","6.025321","5.534155","5.78527","5.616368","5.330652","4.749735","6.100976","5.856744","6.052758","5.861155","6.181039","4.851236","5.979844","5.960481","5.237648","6.037723","5.964308","6.31649","6.12061","5.51241","5.074046","6.351215","5.900254","5.813442","6.052369","5.809979","5.682739","5.521911","6.149874","6.002123","5.72584","5.70532","5.887599","5.97832","6.07331","5.93368","5.775119","5.913282","5.998827","5.867786","5.795276","5.784471","4.99361","5.905158","5.689453","5.9589","5.81369","5.90574","5.938133","5.674343","5.902077","6.043333","5.8797","6.030782","6.117144","6.139568","5.882726","5.876273","4.907447","5.884905","5.810101","5.083211","5.859974","5.347886","6.082535","5.873427","6.16093","5.910484","5.964179","5.070491","4.880597","6.002333","5.958747","5.882496","6.140697","6.018838","5.904258","5.96787","5.544937","5.663912","5.45515","5.871945","5.984243","5.771285","5.767857","6.100992","5.883976","6.067016","6.267789","5.838431","5.783525","5.962186","5.987683","6.628851","5.70588","5.275181","5.604928","6.235011","4.874789","5.257018","4.789732","5.561074","5.667794","5.348475","6.11243","5.268987","5.638148","6.117608","6.185875","5.942476","5.638719","5.716424","5.927007","5.938667","5.691533","6.140889","6.161891","6.071536","5.82864","5.766679","6.114579","6.154766","6.069256","5.590898","4.959826","5.961202","6.055233","6.259662","5.960855","5.784409","5.432474","6.212735","6.043184","5.99089","5.396571","5.844475","5.764531","5.899108","5.39011","4.934164","6.124401","5.923145","6.01973","6.104694","5.94507","5.663532","5.697508","5.990835","4.795552","5.989302","6.056868","5.730893","5.875951","5.558999","5.786089","5.953022","5.243724","5.756212","5.88716","5.882815","6.107422","5.684193","5.951094","5.687868","5.988231","6.257786","6.168147","5.81913","5.655939","5.883043","6.057093","5.903978","5.265819","4.898549","5.214578","5.806217","5.509289","5.898854","6.072145","5.723507","6.006926","6.083483","6.266375","6.041091","6.089705","5.969684","5.72708","5.378459","4.955484","5.741396","5.844913","5.961122","6.049416","6.032298","5.991184","4.70295","6.413662","5.637193","5.754428","5.757639","6.156426","5.902113"
"C18.1.CE","6.126271","5.11418","5.920443","5.828741","5.900888","5.921844","5.135421","5.340054","5.96849","5.961504","5.466081","6.042692","5.944299","5.961726","5.811006","5.790293","5.85769","5.84936","6.110543","5.90979","5.011671","5.824169","5.937807","5.794543","5.86221","5.845551","6.065596","5.375318","5.812023","5.758217","5.765026","5.176433","6.103365","5.799208","5.930235","5.918006","6.20087","4.916852","5.91192","5.915338","5.64546","6.136792","5.978208","6.20522","6.037637","5.859286","5.79566","6.37514","5.785921","5.913661","5.890024","5.759546","5.748946","5.546449","6.065757","6.059344","5.728829","6.123425","6.003135","5.905504","5.936652","5.770933","6.072609","6.183884","6.090641","6.004741","5.964539","5.731407","5.370967","5.837421","5.671753","6.004524","5.918021","5.832212","5.898625","6.041867","6.09581","5.901892","5.920585","5.873357","6.061484","6.043115","6.082549","5.868851","5.169222","5.978884","5.922492","5.374339","5.782441","5.481501","5.847241","5.808272","6.036163","5.810436","5.874248","5.447043","4.808177","5.907377","5.841607","6.115104","5.856879","5.966874","6.107745","5.963844","6.194861","5.842894","5.877382","5.927087","5.888515","5.766149","5.856144","6.008591","5.86614","6.019763","5.911493","5.987974","5.884929","5.894579","5.872155","6.496865","6.158809","5.341417","5.665896","6.163322","4.829243","5.164114","5.12081","5.929536","5.890301","5.459144","5.954022","5.404427","6.043402","6.085855","6.443699","5.926116","5.500523","5.747823","6.166068","5.878172","5.699231","6.027023","6.11882","5.919178","6.152079","5.647167","6.111293","6.082343","6.167103","5.597576","5.165743","5.855028","5.945255","6.120846","6.14637","5.751959","5.495126","6.178816","5.884818","6.09822","5.630869","5.788693","6.083868","5.953645","5.390344","5.360903","5.96234","5.842807","5.784645","6.12817","5.883604","5.77576","5.708059","6.064681","5.084864","6.320384","5.897264","5.82084","5.836145","5.582179","5.793287","5.883976","5.4412","5.739493","5.976759","5.896557","6.057833","5.741887","5.908017","5.652633","5.910556","6.173945","5.977398","5.766329","6.098942","5.874969","5.883976","5.827562","5.469729","5.287589","5.29972","6.015354","5.659215","5.97426","5.983546","5.941325","6.081818","5.956043","6.087731","5.895621","6.068669","6.010585","5.76215","5.585464","5.023797","5.751803","5.775499","5.928896","5.768447","6.029891","5.921996","5.820822","6.25455","5.869399","5.803507","5.938702","5.998869","6.154274"
"C18.0.CE","6.156257","5.264636","5.977129","6.048805","6.017996","5.930978","5.648385","5.485137","5.888324","6.070176","5.746948","6.204713","6.239191","5.899549","5.730411","5.86638","5.820072","5.648002","6.353581","5.950686","5.78966","5.741695","6.001021","5.845856","6.069362","5.844623","6.289994","5.695896","5.935905","5.774441","5.883976","5.730803","6.01487","6.069115","5.540141","6.015209","6.139357","5.673721","5.890531","6.054898","5.979781","6.179729","5.921104","6.130363","5.850138","6.208807","6.305681","6.452447","5.763752","5.964388","5.5943","6.02965","5.703341","5.789696","6.099774","6.071794","5.572915","6.097856","6.17504","5.856628","5.994959","5.735652","5.650173","6.233248","5.990593","5.933669","6.109578","5.852892","5.619013","5.991273","5.90672","6.293553","6.190436","5.704281","5.87471","6.195725","5.949112","6.117986","5.819972","5.66358","5.698486","5.927847","6.115702","5.780201","5.586033","6.107252","6.136745","5.306509","5.518543","6.088484","5.871205","5.887136","5.906493","5.793395","5.947095","5.814854","4.436272","5.860617","5.769332","6.491443","5.552296","5.794117","6.073663","5.913625","7.00632","5.743877","6.123028","5.779286","5.922121","5.734195","5.642951","5.902155","6.164218","5.883976","5.936185","6.354465","5.980051","5.754921","5.965222","6.388995","5.807301","5.831386","5.691279","5.914253","5.307738","5.614563","5.168906","5.799374","5.939862","5.372518","5.840031","5.554986","5.817171","5.882358","5.877582","6.103094","5.376084","5.934343","6.317611","5.687006","5.861903","6.028863","5.934501","5.981739","5.972213","5.676405","6.065044","6.159649","6.213519","5.552556","5.597299","5.76171","6.25312","6.325658","6.452886","5.810042","5.426487","6.152481","5.888743","6.62758","5.537925","5.881627","6.906348","6.220877","5.684838","5.763058","5.94114","5.811499","6.054525","6.469908","5.84273","5.680509","5.861554","6.065655","5.271657","5.914778","5.876626","6.060575","5.868104","6.023916","5.723883","5.437143","5.702901","5.435503","5.752477","6.061614","5.93037","5.937134","5.856558","5.883548","5.742163","6.122945","6.040195","5.570173","6.295815","5.775655","5.900852","5.989644","6.234342","5.499733","5.529497","6.07676","5.475453","6.016136","5.953371","6.000514","5.828968","5.620205","6.125722","5.984618","6.027344","6.214563","5.766971","5.71918","5.419067","5.85978","5.436919","5.734507","5.883976","6.069927","5.89251","6.076797","6.253005","5.971771","5.722257","6.267901","6.052003","6.271669"
